year,parent_entity,parent_type,total_emissions_MtCO2e
1964,Iraq National Oil Company,State-owned Entity,18.43819750427215907000
1965,Iraq National Oil Company,State-owned Entity,19.30714767500681545000
1966,Iraq National Oil Company,State-owned Entity,163.10496420057463520000
1967,Iraq National Oil Company,State-owned Entity,144.28582871450171970000
1968,Iraq National Oil Company,State-owned Entity,176.25623677058967140000
1969,Iraq National Oil Company,State-owned Entity,178.83724212667968120000
1970,Iraq National Oil Company,State-owned Entity,182.10329342231306720000
1971,Iraq National Oil Company,State-owned Entity,198.58038740805825140000
1972,Iraq National Oil Company,State-owned Entity,172.92079382333185020000
1973,Iraq National Oil Company,State-owned Entity,237.00246290283169500000
1974,Iraq National Oil Company,State-owned Entity,231.84289008208783000000
1975,Iraq National Oil Company,State-owned Entity,266.79818501173613500000
1976,Iraq National Oil Company,State-owned Entity,284.61422056317580850000
1977,Iraq National Oil Company,State-owned Entity,276.85283993122391900000
1978,Iraq National Oil Company,State-owned Entity,301.95554767843247000000
1979,Iraq National Oil Company,State-owned Entity,408.43861552110331000000
1980,Iraq National Oil Company,State-owned Entity,295.39052465550344650000
1981,Iraq National Oil Company,State-owned Entity,117.77284427105007520000
1982,Iraq National Oil Company,State-owned Entity,119.25176297481154030000
1983,Iraq National Oil Company,State-owned Entity,118.08295877855473020000
1984,Iraq National Oil Company,State-owned Entity,141.94791847628614000000
1985,Iraq National Oil Company,State-owned Entity,168.58272017014247680000
1986,Iraq National Oil Company,State-owned Entity,199.98103279077214530000
1987,Iraq National Oil Company,State-owned Entity,249.75859890118130100000
1988,Iraq National Oil Company,State-owned Entity,324.13259992311420600000
1989,Iraq National Oil Company,State-owned Entity,350.61370261127107200000
1990,Iraq National Oil Company,State-owned Entity,245.74218726169541800000
1991,Iraq National Oil Company,State-owned Entity,39.08132315223839400000
1992,Iraq National Oil Company,State-owned Entity,54.14070844908069400000
1993,Iraq National Oil Company,State-owned Entity,66.58164408209287300000
1994,Iraq National Oil Company,State-owned Entity,73.19516904012633200000
1995,Iraq National Oil Company,State-owned Entity,74.64730370500320800000
1996,Iraq National Oil Company,State-owned Entity,76.36844297850404300000
1997,Iraq National Oil Company,State-owned Entity,143.10825874871963000000
1998,Iraq National Oil Company,State-owned Entity,258.17912915407745900000
1999,Iraq National Oil Company,State-owned Entity,300.32027283267003550000
2000,Iraq National Oil Company,State-owned Entity,307.57186259624090100000
2001,Iraq National Oil Company,State-owned Entity,286.31164768037981500000
2002,Iraq National Oil Company,State-owned Entity,242.75329341626050100000
2003,Iraq National Oil Company,State-owned Entity,156.99381938799735760000
2004,Iraq National Oil Company,State-owned Entity,238.01803828233837800000
2005,Iraq National Oil Company,State-owned Entity,223.37298134399617450000
2006,Iraq National Oil Company,State-owned Entity,238.17697636862570730000
2007,Iraq National Oil Company,State-owned Entity,252.76872897730379600000
2008,Iraq National Oil Company,State-owned Entity,290.56439278271284700000
2009,Iraq National Oil Company,State-owned Entity,293.13974652506099600000
2010,Iraq National Oil Company,State-owned Entity,293.27015238452982100000
2011,Iraq National Oil Company,State-owned Entity,317.92162800646299800000
2012,Iraq National Oil Company,State-owned Entity,359.64970421313492400000
2013,Iraq National Oil Company,State-owned Entity,366.51521347154602200000
2014,Iraq National Oil Company,State-owned Entity,403.98575309663852000000
2015,Iraq National Oil Company,State-owned Entity,483.39211635806788100000
2016,Iraq National Oil Company,State-owned Entity,535.02952307182624000000
2017,Iraq National Oil Company,State-owned Entity,547.61227745475065000000
2018,Iraq National Oil Company,State-owned Entity,567.42461270733284400000
2019,Iraq National Oil Company,State-owned Entity,580.44449282350566000000
2020,Iraq National Oil Company,State-owned Entity,502.03432902577009000000
2021,Iraq National Oil Company,State-owned Entity,506.56897666355463300000
2022,Iraq National Oil Company,State-owned Entity,455.57985852286257400000
1992,Kazakhstan,Nation State,331.72340635724894900000
1993,Kazakhstan,Nation State,281.06150114097754600000
1994,Kazakhstan,Nation State,261.66185834703900100000
1995,Kazakhstan,Nation State,211.70253486477351300000
1996,Kazakhstan,Nation State,195.01097729697655850000
1997,Kazakhstan,Nation State,183.96628874019650500000
1998,Kazakhstan,Nation State,181.17693469567010100000
1999,Kazakhstan,Nation State,152.14038819209956000000
2000,Kazakhstan,Nation State,196.31914242506359900000
2001,Kazakhstan,Nation State,200.72338563907765660000
2002,Kazakhstan,Nation State,186.13170833409647400000
2003,Kazakhstan,Nation State,211.84147826743957500000
2004,Kazakhstan,Nation State,217.76099088894072900000
2005,Kazakhstan,Nation State,217.03481506697920700000
2006,Kazakhstan,Nation State,253.41438854252619600000
2007,Kazakhstan,Nation State,256.46327835232751550000
2008,Kazakhstan,Nation State,259.51216816829673000000
2009,Kazakhstan,Nation State,264.39615932957446200000
2010,Kazakhstan,Nation State,290.80851090473890900000
2011,Kazakhstan,Nation State,305.28221742953281600000
2012,Kazakhstan,Nation State,315.97037205519510900000
2013,Kazakhstan,Nation State,313.47201254669352100000
2014,Kazakhstan,Nation State,298.10961127474767800000
2015,Kazakhstan,Nation State,282.00233382933415800000
2016,Kazakhstan,Nation State,270.23921692744215600000
2017,Kazakhstan,Nation State,264.76387009077768000000
2018,Kazakhstan,Nation State,280.95888681047390200000
2019,Kazakhstan,Nation State,273.42611794813430100000
2020,Kazakhstan,Nation State,270.98324747393723000000
2021,Kazakhstan,Nation State,232.68976993803228600000
2022,Kazakhstan,Nation State,308.16554969209637400000
1944,Kiewit Mining Group,Investor-owned Company,6.38604473821364460000
1945,Kiewit Mining Group,Investor-owned Company,6.52969809596958650000
1946,Kiewit Mining Group,Investor-owned Company,6.67658292101048085000
1947,Kiewit Mining Group,Investor-owned Company,6.82677190274530834000
1948,Kiewit Mining Group,Investor-owned Company,6.98033936936408274000
1949,Kiewit Mining Group,Investor-owned Company,7.13736131836008110000
1950,Kiewit Mining Group,Investor-owned Company,7.29791545742553300000
1951,Kiewit Mining Group,Investor-owned Company,7.46208124594545650000
1952,Kiewit Mining Group,Investor-owned Company,7.62993992309003500000
1953,Kiewit Mining Group,Investor-owned Company,7.80157456394346680000
1954,Kiewit Mining Group,Investor-owned Company,7.97707010638142340000
1955,Kiewit Mining Group,Investor-owned Company,8.15651340110663710000
1956,Kiewit Mining Group,Investor-owned Company,8.33999325316136480000
1957,Kiewit Mining Group,Investor-owned Company,8.52760046158951700000
1958,Kiewit Mining Group,Investor-owned Company,8.71942787498600750000
1959,Kiewit Mining Group,Investor-owned Company,8.91557042506560890000
1960,Kiewit Mining Group,Investor-owned Company,9.11612518036194400000
1961,Kiewit Mining Group,Investor-owned Company,9.32119138837540380000
1962,Kiewit Mining Group,Investor-owned Company,9.53087054082322230000
1963,Kiewit Mining Group,Investor-owned Company,9.74526640238593400000
1964,Kiewit Mining Group,Investor-owned Company,9.96448507292947980000
1965,Kiewit Mining Group,Investor-owned Company,10.18863504548439370000
1966,Kiewit Mining Group,Investor-owned Company,10.41782724471165360000
1967,Kiewit Mining Group,Investor-owned Company,10.65217509527396950000
1968,Kiewit Mining Group,Investor-owned Company,10.89179457794599190000
1969,Kiewit Mining Group,Investor-owned Company,11.13680426994912290000
1970,Kiewit Mining Group,Investor-owned Company,11.38732543035041140000
1971,Kiewit Mining Group,Investor-owned Company,11.64348203611717630000
1972,Kiewit Mining Group,Investor-owned Company,11.90540085349764750000
1973,Kiewit Mining Group,Investor-owned Company,12.17321150760717540000
1974,Kiewit Mining Group,Investor-owned Company,12.44704653126754900000
1975,Kiewit Mining Group,Investor-owned Company,12.72704144311629580000
1976,Kiewit Mining Group,Investor-owned Company,13.01333480926795400000
1977,Kiewit Mining Group,Investor-owned Company,13.30606831226484810000
1978,Kiewit Mining Group,Investor-owned Company,13.60538682189687300000
1979,Kiewit Mining Group,Investor-owned Company,13.91143846781570700000
1980,Kiewit Mining Group,Investor-owned Company,14.22437471095271890000
1981,Kiewit Mining Group,Investor-owned Company,14.54435042164695990000
1982,Kiewit Mining Group,Investor-owned Company,14.87152394678285580000
1983,Kiewit Mining Group,Investor-owned Company,15.20605720743155570000
1984,Kiewit Mining Group,Investor-owned Company,15.54811575320397120000
1985,Kiewit Mining Group,Investor-owned Company,15.89786886779843940000
1986,Kiewit Mining Group,Investor-owned Company,16.25548963983912220000
1987,Kiewit Mining Group,Investor-owned Company,16.62115505074204100000
1988,Kiewit Mining Group,Investor-owned Company,31.77469746785412100000
1989,Kiewit Mining Group,Investor-owned Company,27.89057190119501500000
1990,Kiewit Mining Group,Investor-owned Company,28.07374258467972600000
1991,Kiewit Mining Group,Investor-owned Company,29.53910805255743100000
1992,Kiewit Mining Group,Investor-owned Company,35.95008197452237500000
1993,Kiewit Mining Group,Investor-owned Company,26.60837711680202700000
1994,Kiewit Mining Group,Investor-owned Company,26.60837711680202700000
1995,Kiewit Mining Group,Investor-owned Company,25.32618233240903800000
1996,Kiewit Mining Group,Investor-owned Company,26.60837711680202700000
1997,Kiewit Mining Group,Investor-owned Company,27.15788916725616300000
1998,Kiewit Mining Group,Investor-owned Company,26.24203574983260400000
1999,Kiewit Mining Group,Investor-owned Company,27.52423053422558600000
2000,Kiewit Mining Group,Investor-owned Company,26.79154780028673800000
2001,Kiewit Mining Group,Investor-owned Company,26.42520643331731500000
2002,Kiewit Mining Group,Investor-owned Company,26.24203574983260400000
2003,Kiewit Mining Group,Investor-owned Company,22.76179276362305800000
2004,Kiewit Mining Group,Investor-owned Company,54.63349168996306100000
2005,Kiewit Mining Group,Investor-owned Company,51.70276075420766100000
2006,Kiewit Mining Group,Investor-owned Company,40.40479299687058100000
2007,Kiewit Mining Group,Investor-owned Company,67.45543953389295100000
2008,Kiewit Mining Group,Investor-owned Company,63.05934313025985100000
2009,Kiewit Mining Group,Investor-owned Company,59.05814666908599800000
2010,Kiewit Mining Group,Investor-owned Company,59.23496747256677400000
2011,Kiewit Mining Group,Investor-owned Company,53.04623952643451600000
2012,Kiewit Mining Group,Investor-owned Company,40.18252644564850080000
2013,Kiewit Mining Group,Investor-owned Company,35.20325276198757200000
2014,Kiewit Mining Group,Investor-owned Company,31.10454665093854840000
2015,Kiewit Mining Group,Investor-owned Company,28.71746587044112250000
2016,Kiewit Mining Group,Investor-owned Company,21.27331025167837300000
2017,Kiewit Mining Group,Investor-owned Company,34.62328053930291900000
2018,Kiewit Mining Group,Investor-owned Company,32.74013903830081170000
2019,Kiewit Mining Group,Investor-owned Company,36.49050620689752840000
2020,Kiewit Mining Group,Investor-owned Company,17.14984831162826350000
2021,Kiewit Mining Group,Investor-owned Company,17.14984831162826350000
2022,Kiewit Mining Group,Investor-owned Company,32.24150264917012070000
1946,Kuwait Petroleum Corp.,State-owned Entity,0.23527895915628108000
1947,Kuwait Petroleum Corp.,State-owned Entity,1.42961876029706360000
1948,Kuwait Petroleum Corp.,State-owned Entity,2.62395856143784640000
1949,Kuwait Petroleum Corp.,State-owned Entity,3.81829836257862900000
1950,Kuwait Petroleum Corp.,State-owned Entity,5.01263816371941100000
1951,Kuwait Petroleum Corp.,State-owned Entity,7.22186771240720300000
1952,Kuwait Petroleum Corp.,State-owned Entity,9.43109726109499400000
1953,Kuwait Petroleum Corp.,State-owned Entity,11.64032680978278700000
1954,Kuwait Petroleum Corp.,State-owned Entity,13.84955635847058000000
1955,Kuwait Petroleum Corp.,State-owned Entity,16.05878590715837000000
1956,Kuwait Petroleum Corp.,State-owned Entity,17.78469664483359500000
1957,Kuwait Petroleum Corp.,State-owned Entity,19.51060738250882700000
1958,Kuwait Petroleum Corp.,State-owned Entity,21.23651812018404800000
1959,Kuwait Petroleum Corp.,State-owned Entity,22.96242885785928300000
1960,Kuwait Petroleum Corp.,State-owned Entity,24.59861456873762400000
1961,Kuwait Petroleum Corp.,State-owned Entity,25.32638423053459000000
1962,Kuwait Petroleum Corp.,State-owned Entity,28.52857074244126800000
1963,Kuwait Petroleum Corp.,State-owned Entity,30.56632579547278500000
1964,Kuwait Petroleum Corp.,State-owned Entity,33.53207223543205282000
1965,Kuwait Petroleum Corp.,State-owned Entity,34.40904034910650501000
1966,Kuwait Petroleum Corp.,State-owned Entity,36.15787424913008032000
1967,Kuwait Petroleum Corp.,State-owned Entity,36.45043992165611720000
1968,Kuwait Petroleum Corp.,State-owned Entity,39.27079989334815850000
1969,Kuwait Petroleum Corp.,State-owned Entity,41.71521594693909330000
1970,Kuwait Petroleum Corp.,State-owned Entity,45.00600072833057460000
1971,Kuwait Petroleum Corp.,State-owned Entity,47.72721359854977180000
1972,Kuwait Petroleum Corp.,State-owned Entity,79.73175068873778300000
1973,Kuwait Petroleum Corp.,State-owned Entity,147.26847473007789650000
1974,Kuwait Petroleum Corp.,State-owned Entity,307.82824330619329200000
1975,Kuwait Petroleum Corp.,State-owned Entity,316.14884993292388800000
1976,Kuwait Petroleum Corp.,State-owned Entity,327.30910832082414100000
1977,Kuwait Petroleum Corp.,State-owned Entity,301.96367587117394800000
1978,Kuwait Petroleum Corp.,State-owned Entity,326.10658042371791800000
1979,Kuwait Petroleum Corp.,State-owned Entity,380.81581077173457000000
1980,Kuwait Petroleum Corp.,State-owned Entity,272.65019080958908000000
1981,Kuwait Petroleum Corp.,State-owned Entity,200.21041882345231000000
1982,Kuwait Petroleum Corp.,State-owned Entity,131.31689273179576200000
1983,Kuwait Petroleum Corp.,State-owned Entity,131.27527774769372500000
1984,Kuwait Petroleum Corp.,State-owned Entity,172.23951630729103200000
1985,Kuwait Petroleum Corp.,State-owned Entity,158.13782248033202300000
1986,Kuwait Petroleum Corp.,State-owned Entity,192.28541851485913200000
1987,Kuwait Petroleum Corp.,State-owned Entity,161.49734715893426100000
1988,Kuwait Petroleum Corp.,State-owned Entity,191.90804209074714000000
1989,Kuwait Petroleum Corp.,State-owned Entity,252.84190166736657300000
1990,Kuwait Petroleum Corp.,State-owned Entity,165.35190389061240100000
1991,Kuwait Petroleum Corp.,State-owned Entity,21.09141071151580170000
1992,Kuwait Petroleum Corp.,State-owned Entity,159.59577310755438100000
1993,Kuwait Petroleum Corp.,State-owned Entity,285.99801219615032700000
1994,Kuwait Petroleum Corp.,State-owned Entity,306.47534571877592000000
1995,Kuwait Petroleum Corp.,State-owned Entity,306.47534571877592000000
1996,Kuwait Petroleum Corp.,State-owned Entity,306.47538580849061500000
1997,Kuwait Petroleum Corp.,State-owned Entity,330.00392216825420600000
1998,Kuwait Petroleum Corp.,State-owned Entity,285.16419546756616000000
1999,Kuwait Petroleum Corp.,State-owned Entity,259.91205906936166400000
2000,Kuwait Petroleum Corp.,State-owned Entity,331.05277208144916500000
2001,Kuwait Petroleum Corp.,State-owned Entity,319.08922169381905300000
2002,Kuwait Petroleum Corp.,State-owned Entity,305.87870050944069800000
2003,Kuwait Petroleum Corp.,State-owned Entity,313.09679392425766000000
2004,Kuwait Petroleum Corp.,State-owned Entity,366.28300605095406500000
2005,Kuwait Petroleum Corp.,State-owned Entity,341.71154168858409800000
2006,Kuwait Petroleum Corp.,State-owned Entity,310.69063043881163800000
2007,Kuwait Petroleum Corp.,State-owned Entity,345.44043097197135700000
2008,Kuwait Petroleum Corp.,State-owned Entity,370.37649959627660000000
2009,Kuwait Petroleum Corp.,State-owned Entity,322.15745513146203600000
2010,Kuwait Petroleum Corp.,State-owned Entity,325.69662006774333000000
2011,Kuwait Petroleum Corp.,State-owned Entity,399.15910851250869000000
2012,Kuwait Petroleum Corp.,State-owned Entity,440.62956674432916400000
2013,Kuwait Petroleum Corp.,State-owned Entity,414.88375014409836000000
2014,Kuwait Petroleum Corp.,State-owned Entity,456.00758071410344000000
2015,Kuwait Petroleum Corp.,State-owned Entity,459.61072260877245000000
2016,Kuwait Petroleum Corp.,State-owned Entity,460.79341862378131000000
2017,Kuwait Petroleum Corp.,State-owned Entity,437.61645096284221000000
2018,Kuwait Petroleum Corp.,State-owned Entity,443.99778171114898400000
2019,Kuwait Petroleum Corp.,State-owned Entity,469.00775845469607000000
2020,Kuwait Petroleum Corp.,State-owned Entity,420.68739898590743200000
2021,Kuwait Petroleum Corp.,State-owned Entity,384.05111241938915000000
2022,Kuwait Petroleum Corp.,State-owned Entity,429.70885338985534000000
1961,Libya National Oil Corp.,State-owned Entity,0.26566583489816010000
1962,Libya National Oil Corp.,State-owned Entity,2.67388555412660360000
1963,Libya National Oil Corp.,State-owned Entity,6.75585586211901600000
1964,Libya National Oil Corp.,State-owned Entity,12.58710529254353500000
1965,Libya National Oil Corp.,State-owned Entity,17.75757974784609400000
1966,Libya National Oil Corp.,State-owned Entity,21.94953299979664500000
1967,Libya National Oil Corp.,State-owned Entity,25.22449647788301500000
1968,Libya National Oil Corp.,State-owned Entity,37.82946702020655000000
1969,Libya National Oil Corp.,State-owned Entity,45.23816217729972000000
1970,Libya National Oil Corp.,State-owned Entity,97.86869938479891216000
1971,Libya National Oil Corp.,State-owned Entity,120.60139599670634090000
1972,Libya National Oil Corp.,State-owned Entity,133.64467023860263830000
1973,Libya National Oil Corp.,State-owned Entity,167.10796529158521900000
1974,Libya National Oil Corp.,State-owned Entity,127.23642548814853700000
1975,Libya National Oil Corp.,State-owned Entity,136.04727032134869400000
1976,Libya National Oil Corp.,State-owned Entity,190.46216334760885000000
1977,Libya National Oil Corp.,State-owned Entity,218.84284842433764000000
1978,Libya National Oil Corp.,State-owned Entity,210.80606960150902400000
1979,Libya National Oil Corp.,State-owned Entity,224.77362917480307000000
1980,Libya National Oil Corp.,State-owned Entity,191.24257055304454300000
1981,Libya National Oil Corp.,State-owned Entity,121.78720880695144000000
1982,Libya National Oil Corp.,State-owned Entity,123.29007950550876500000
1983,Libya National Oil Corp.,State-owned Entity,119.76551368498747700000
1984,Libya National Oil Corp.,State-owned Entity,119.03390355145880000000
1985,Libya National Oil Corp.,State-owned Entity,117.05121767315878300000
1986,Libya National Oil Corp.,State-owned Entity,115.42383843386444300000
1987,Libya National Oil Corp.,State-owned Entity,108.66433699595268800000
1988,Libya National Oil Corp.,State-owned Entity,129.59045644333884900000
1989,Libya National Oil Corp.,State-owned Entity,127.99147831320836200000
1990,Libya National Oil Corp.,State-owned Entity,151.26978241410117700000
1991,Libya National Oil Corp.,State-owned Entity,162.89871509614287000000
1992,Libya National Oil Corp.,State-owned Entity,158.20608451858143300000
1993,Libya National Oil Corp.,State-owned Entity,154.29443156191688500000
1994,Libya National Oil Corp.,State-owned Entity,156.05076116598186300000
1995,Libya National Oil Corp.,State-owned Entity,157.12359717316534100000
1996,Libya National Oil Corp.,State-owned Entity,159.28976587470515300000
1997,Libya National Oil Corp.,State-owned Entity,165.27297803486292600000
1998,Libya National Oil Corp.,State-owned Entity,159.21538637137096500000
1999,Libya National Oil Corp.,State-owned Entity,149.86883558112801200000
2000,Libya National Oil Corp.,State-owned Entity,160.58910154463430000000
2001,Libya National Oil Corp.,State-owned Entity,156.68720068180602200000
2002,Libya National Oil Corp.,State-owned Entity,152.15351700057390800000
2003,Libya National Oil Corp.,State-owned Entity,161.26672807562723900000
2004,Libya National Oil Corp.,State-owned Entity,175.83379134374759100000
2005,Libya National Oil Corp.,State-owned Entity,197.63763716839768000000
2006,Libya National Oil Corp.,State-owned Entity,213.76026752438648000000
2007,Libya National Oil Corp.,State-owned Entity,224.23202325685076000000
2008,Libya National Oil Corp.,State-owned Entity,226.60092370548614300000
2009,Libya National Oil Corp.,State-owned Entity,216.63470715859785200000
2010,Libya National Oil Corp.,State-owned Entity,218.78926865693592000000
2011,Libya National Oil Corp.,State-owned Entity,66.56905946476304700000
2012,Libya National Oil Corp.,State-owned Entity,186.77352408828352700000
2013,Libya National Oil Corp.,State-owned Entity,136.45452088329381700000
2014,Libya National Oil Corp.,State-owned Entity,88.61384874959147000000
2015,Libya National Oil Corp.,State-owned Entity,77.93713389800218000000
2016,Libya National Oil Corp.,State-owned Entity,76.86305376386528100000
2017,Libya National Oil Corp.,State-owned Entity,118.83646476669345000000
2018,Libya National Oil Corp.,State-owned Entity,131.62284836572068000000
2019,Libya National Oil Corp.,State-owned Entity,147.12773461378600300000
2020,Libya National Oil Corp.,State-owned Entity,62.35890069673899400000
2021,Libya National Oil Corp.,State-owned Entity,151.22270628290075300000
2022,Libya National Oil Corp.,State-owned Entity,152.88214011778901000000
1996,Lukoil,Investor-owned Company,171.75364018408516000000
1997,Lukoil,Investor-owned Company,183.33867528433243600000
1998,Lukoil,Investor-owned Company,196.72553584707749300000
1999,Lukoil,Investor-owned Company,230.90901290999904200000
2000,Lukoil,Investor-owned Company,239.26640145066365000000
2001,Lukoil,Investor-owned Company,224.42195200318829400000
2002,Lukoil,Investor-owned Company,234.18846807927268400000
2003,Lukoil,Investor-owned Company,244.19802630047818300000
2004,Lukoil,Investor-owned Company,264.64108675495932100000
2005,Lukoil,Investor-owned Company,278.04067193068826000000
2006,Lukoil,Investor-owned Company,313.41455069211041000000
2007,Lukoil,Investor-owned Company,318.41895614273622400000
2008,Lukoil,Investor-owned Company,322.20169823557284400000
2009,Lukoil,Investor-owned Company,323.68168303823776000000
2010,Lukoil,Investor-owned Company,328.34849499765090000000
2011,Lukoil,Investor-owned Company,312.18582139899884400000
2012,Lukoil,Investor-owned Company,313.96496719436655600000
2013,Lukoil,Investor-owned Company,325.69492534533802000000
2014,Lukoil,Investor-owned Company,343.83129281604695000000
2015,Lukoil,Investor-owned Company,356.00612861420845000000
2016,Lukoil,Investor-owned Company,333.04819498967672000000
2017,Lukoil,Investor-owned Company,329.80588814735706000000
2018,Lukoil,Investor-owned Company,341.01014153113744000000
2019,Lukoil,Investor-owned Company,330.02219325417999000000
2020,Lukoil,Investor-owned Company,308.64835431479427000000
2021,Lukoil,Investor-owned Company,320.10509329684885000000
2022,Lukoil,Investor-owned Company,347.43249924271275000000
1938,Marathon Oil,Investor-owned Company,7.67389442185198000000
1939,Marathon Oil,Investor-owned Company,8.28587892129128000000
1940,Marathon Oil,Investor-owned Company,9.02251261817999000000
1941,Marathon Oil,Investor-owned Company,9.96889125830688000000
1942,Marathon Oil,Investor-owned Company,10.91526990242154800000
1943,Marathon Oil,Investor-owned Company,11.86164854254844000000
1944,Marathon Oil,Investor-owned Company,12.73776358198293000000
1945,Marathon Oil,Investor-owned Company,12.63049232772354100000
1946,Marathon Oil,Investor-owned Company,12.52322107346415200000
1947,Marathon Oil,Investor-owned Company,13.17960949172048800000
1948,Marathon Oil,Investor-owned Company,14.04783829946637800000
1949,Marathon Oil,Investor-owned Company,14.29956831738066550000
1950,Marathon Oil,Investor-owned Company,15.49775497202590300000
1951,Marathon Oil,Investor-owned Company,17.81821992163507240000
1952,Marathon Oil,Investor-owned Company,19.01971081862083800000
1953,Marathon Oil,Investor-owned Company,20.38038327056051200000
1954,Marathon Oil,Investor-owned Company,20.08762088211093800000
1955,Marathon Oil,Investor-owned Company,22.09724082830019300000
1956,Marathon Oil,Investor-owned Company,23.28166003861164300000
1957,Marathon Oil,Investor-owned Company,23.23859450664423400000
1958,Marathon Oil,Investor-owned Company,22.32994937498428900000
1959,Marathon Oil,Investor-owned Company,23.92497095882806200000
1960,Marathon Oil,Investor-owned Company,23.71937542324974200000
1961,Marathon Oil,Investor-owned Company,25.04038458361661900000
1962,Marathon Oil,Investor-owned Company,27.72955333327725600000
1963,Marathon Oil,Investor-owned Company,30.52323338376120600000
1964,Marathon Oil,Investor-owned Company,35.14994274183816200000
1965,Marathon Oil,Investor-owned Company,38.43042239154207500000
1966,Marathon Oil,Investor-owned Company,43.86329688042775000000
1967,Marathon Oil,Investor-owned Company,44.41138694074803700000
1968,Marathon Oil,Investor-owned Company,50.02949036244759300000
1969,Marathon Oil,Investor-owned Company,54.49065338741825600000
1970,Marathon Oil,Investor-owned Company,62.20856624872066000000
1971,Marathon Oil,Investor-owned Company,59.97803968020009500000
1972,Marathon Oil,Investor-owned Company,58.28542109549589300000
1973,Marathon Oil,Investor-owned Company,56.59600421238895700000
1974,Marathon Oil,Investor-owned Company,51.61478825010843000000
1975,Marathon Oil,Investor-owned Company,50.47275864439815100000
1976,Marathon Oil,Investor-owned Company,53.50471430322391700000
1977,Marathon Oil,Investor-owned Company,57.64599028606754300000
1978,Marathon Oil,Investor-owned Company,55.23678293237042600000
1979,Marathon Oil,Investor-owned Company,54.46401125471307700000
1980,Marathon Oil,Investor-owned Company,54.27584284983008600000
1981,Marathon Oil,Investor-owned Company,54.08767444494708600000
1982,Marathon Oil,Investor-owned Company,53.89950604006409800000
1983,Marathon Oil,Investor-owned Company,53.71133763518108700000
1984,Marathon Oil,Investor-owned Company,53.52316923029810400000
1985,Marathon Oil,Investor-owned Company,64.02613719606630900000
1986,Marathon Oil,Investor-owned Company,64.02613719606630900000
1987,Marathon Oil,Investor-owned Company,57.92769488483373400000
1988,Marathon Oil,Investor-owned Company,62.47815659443917800000
1989,Marathon Oil,Investor-owned Company,64.54785562886991100000
1990,Marathon Oil,Investor-owned Company,59.57105377860316000000
1991,Marathon Oil,Investor-owned Company,56.94071956773136000000
1992,Marathon Oil,Investor-owned Company,48.96240365168140200000
1993,Marathon Oil,Investor-owned Company,45.83659386658247000000
1994,Marathon Oil,Investor-owned Company,49.87141428108935400000
1995,Marathon Oil,Investor-owned Company,57.93681660987295200000
1996,Marathon Oil,Investor-owned Company,56.78752436500415900000
1997,Marathon Oil,Investor-owned Company,56.36289752352363200000
1998,Marathon Oil,Investor-owned Company,60.09344087589261300000
1999,Marathon Oil,Investor-owned Company,63.69091894822843500000
2000,Marathon Oil,Investor-owned Company,62.12589480556388100000
2001,Marathon Oil,Investor-owned Company,64.28892729279227000000
2002,Marathon Oil,Investor-owned Company,62.85380475134434800000
2003,Marathon Oil,Investor-owned Company,59.36530408174785300000
2004,Marathon Oil,Investor-owned Company,54.30710885570904200000
2005,Marathon Oil,Investor-owned Company,48.66669790023265900000
2006,Marathon Oil,Investor-owned Company,54.99295554846070500000
2007,Marathon Oil,Investor-owned Company,53.40178097819316855000
2008,Marathon Oil,Investor-owned Company,62.40027792511892100000
2009,Marathon Oil,Investor-owned Company,63.33160521126838040000
2010,Marathon Oil,Investor-owned Company,60.62099008326497600000
2011,Marathon Oil,Investor-owned Company,60.02160422612633400000
2012,Marathon Oil,Investor-owned Company,70.61254848368304700000
2013,Marathon Oil,Investor-owned Company,72.88356025871716800000
2014,Marathon Oil,Investor-owned Company,68.65630800995867900000
2015,Marathon Oil,Investor-owned Company,64.18017596408053900000
2016,Marathon Oil,Investor-owned Company,58.97782130898942250000
2017,Marathon Oil,Investor-owned Company,59.71487328629048800000
2018,Marathon Oil,Investor-owned Company,63.15959883570384500000
2019,Marathon Oil,Investor-owned Company,62.13298604626801000000
2020,Marathon Oil,Investor-owned Company,57.58647388772464700000
2021,Marathon Oil,Investor-owned Company,52.05248290217655600000
2022,Marathon Oil,Investor-owned Company,51.29501414272948500000
1983,Murphy Oil,Investor-owned Company,12.77005022321830000000
1984,Murphy Oil,Investor-owned Company,12.49090569540576400000
1985,Murphy Oil,Investor-owned Company,12.78759525145179000000
1986,Murphy Oil,Investor-owned Company,12.78759525145179000000
1987,Murphy Oil,Investor-owned Company,11.98533531312605000000
1988,Murphy Oil,Investor-owned Company,12.49641574570499300000
1989,Murphy Oil,Investor-owned Company,12.71076482791546300000
1990,Murphy Oil,Investor-owned Company,12.49590830703708900000
1991,Murphy Oil,Investor-owned Company,10.37386665881651750000
1992,Murphy Oil,Investor-owned Company,11.28114009380996300000
1993,Murphy Oil,Investor-owned Company,12.40110900524425000000
1994,Murphy Oil,Investor-owned Company,14.32342144364916400000
1995,Murphy Oil,Investor-owned Company,15.02965232443545700000
1996,Murphy Oil,Investor-owned Company,13.77504811584326700000
1997,Murphy Oil,Investor-owned Company,15.51641451223707400000
1998,Murphy Oil,Investor-owned Company,14.74943228164939000000
1999,Murphy Oil,Investor-owned Company,16.01562471947291900000
2000,Murphy Oil,Investor-owned Company,15.60220860713902900000
